customer_id,first_name,last_name,merchant_name,loan_type,loan_status,credit_score,principal_amount,transaction_type,channel,credit_score_flag,principal_amount_bucket,upi_inclined_flag,upi_transaction_count
CUST-11348,Kayla,Sherman,Williams and Sons,Home,Active,555,100000,Debit,ATM,Risky,low bucket,Not UPI Inclined,3
CUST-11048,Jessica,Combs,Donaldson Group,Home,Active,330,500000,Debit,UPI,Risky,low bucket,Not UPI Inclined,1
CUST-11375,Tracy,Barnett,"Perez, Matthews and Horton",Home,Active,777,1500000,Debit,ATM,Good,medium bucket,Not UPI Inclined,0
CUST-11400,Stacey,Oconnor,"Small, Campbell and Robinson",Home,Active,486,100000,Credit,NetBanking,Risky,low bucket,Not UPI Inclined,0
CUST-11487,Justin,Pitts,,Home,Active,777,1500000,,,Good,medium bucket,Not UPI Inclined,0
CUST-11146,Katelyn,Caldwell,,Home,Active,460,100000,,,Risky,low bucket,Not UPI Inclined,0
CUST-11283,Thomas,Ramirez,Vaughan Group,Home,Active,420,100000,Debit,UPI,Risky,low bucket,Not UPI Inclined,1
CUST-11291,Tina,Spencer,"Mcintosh, Bridges and Robinson",Home,Active,351,500000,Debit,POS,Risky,low bucket,Not UPI Inclined,0
CUST-11389,Matthew,Martinez,"Solis, Wilson and White",Home,Active,744,5000000,Credit,NetBanking,Average,medium bucket,Not UPI Inclined,0
CUST-11488,Sara,Garcia,,Home,Active,781,500000,,,Good,low bucket,Not UPI Inclined,0
CUST-11031,Karen,Wagner,Griffin Ltd,Home,Active,581,1500000,Credit,UPI,Risky,medium bucket,Not UPI Inclined,1
CUST-11068,Eric,Daniels,Morgan and Sons,Home,Active,529,500000,Debit,POS,Risky,low bucket,Not UPI Inclined,0
CUST-11125,Jennifer,Cook,"Cruz, Smith and Ryan",Home,Active,803,5000000,Debit,UPI,Good,medium bucket,Not UPI Inclined,1
CUST-11145,Wendy,Lopez,"Spence, Mckenzie and Crane",Home,Active,758,5000000,Debit,NetBanking,Good,medium bucket,Not UPI Inclined,0
