customer_id,first_name,last_name,merchant_name,loan_type,loan_status,principal_amount,credit_score,channel,transaction_type,credit_score_flag,principal_bucket,upi_inclined_flag
CUST-10668,Justin,Newman,"Hill, Douglas and Mejia",Home,Active,500000,496,UPI,Debit,Risky,low bucket,Non UPI Inclined
CUST-11325,Luis,Fischer,"Butler, Williams and Brown",Home,Active,500000,421,POS,Debit,Risky,low bucket,Non UPI Inclined
CUST-11152,Omar,Evans,Fowler Group,Home,Active,500000,410,UPI,Credit,Risky,low bucket,Non UPI Inclined
CUST-10605,Catherine,Rodriguez,Snyder-Estrada,Home,Active,5000000,664,UPI,Debit,Average,medium bucket,Non UPI Inclined
CUST-10239,Heather,White,,Home,Active,5000000,367,,,Risky,medium bucket,Non UPI Inclined
CUST-10832,Bryan,Jimenez,Velez-Gomez,Home,Active,1500000,703,ATM,Credit,Average,medium bucket,Non UPI Inclined
CUST-10832,Bryan,Jimenez,Weber-Cobb,Home,Active,1500000,703,NetBanking,Credit,Average,medium bucket,Non UPI Inclined
CUST-10832,Bryan,Jimenez,Christensen-Perez,Home,Active,1500000,703,ATM,Debit,Average,medium bucket,Non UPI Inclined
CUST-10832,Bryan,Jimenez,Stewart LLC,Home,Active,1500000,703,NetBanking,Debit,Average,medium bucket,Non UPI Inclined
CUST-11258,Angela,Miller,Gamble-Williams,Home,Active,500000,612,ATM,Debit,Risky,low bucket,Non UPI Inclined
CUST-10291,Nicole,Mcconnell,White PLC,Home,Active,100000,722,ATM,Credit,Average,low bucket,Non UPI Inclined
CUST-10589,Brittany,Gonzalez,,Home,Active,1500000,612,,,Risky,medium bucket,Non UPI Inclined
CUST-11388,Andrea,Perez,Rojas-Scott,Home,Active,100000,733,NetBanking,Debit,Average,low bucket,Non UPI Inclined
CUST-10757,Mary,Bennett,"Parker, Nash and Berger",Home,Active,5000000,829,ATM,Credit,Good,medium bucket,Non UPI Inclined
CUST-11048,Jessica,Combs,Donaldson Group,Home,Active,100000,330,UPI,Debit,Risky,low bucket,Non UPI Inclined
CUST-10600,Michelle,Hodges,,Home,Active,100000,770,,,Good,low bucket,Non UPI Inclined
CUST-11394,Christina,Graham,Clark-Gonzalez,Home,Active,100000,599,ATM,Credit,Risky,low bucket,Non UPI Inclined
CUST-10834,Brad,Friedman,Oliver Ltd,Home,Active,100000,745,ATM,Debit,Average,low bucket,Non UPI Inclined
CUST-11115,Juan,Morgan,Aguirre-Ryan,Home,Active,100000,821,POS,Debit,Good,low bucket,Non UPI Inclined
CUST-11115,Juan,Morgan,"Jenkins, Stephenson and Edwards",Home,Active,100000,821,NetBanking,Debit,Good,low bucket,Non UPI Inclined
CUST-11145,Wendy,Lopez,"Spence, Mckenzie and Crane",Home,Active,5000000,758,NetBanking,Debit,Good,medium bucket,Non UPI Inclined
CUST-11382,Teresa,Gutierrez,"Flores, Johnson and Koch",Home,Active,100000,646,NetBanking,Debit,Risky,low bucket,Non UPI Inclined
CUST-11102,Connie,Bailey,,Home,Active,500000,397,,,Risky,low bucket,Non UPI Inclined
CUST-11285,Kyle,Reed,Thompson Group,Home,Active,500000,559,ATM,Credit,Risky,low bucket,Non UPI Inclined
CUST-10619,Michael,Dean,,Home,Active,1500000,320,,,Risky,medium bucket,Non UPI Inclined
CUST-11061,Monique,Vasquez,"George, Johnson and Miller",Home,Active,100000,771,POS,Debit,Good,low bucket,Non UPI Inclined
CUST-10398,James,Larson,,Home,Active,500000,571,,,Risky,low bucket,Non UPI Inclined
CUST-10660,Evelyn,Peterson,,Home,Active,1500000,664,,,Average,medium bucket,Non UPI Inclined
CUST-10237,Melissa,Morgan,Valdez PLC,Home,Active,5000000,482,ATM,Credit,Risky,medium bucket,Non UPI Inclined
CUST-10594,Susan,Poole,Davis-Adams,Home,Active,5000000,648,UPI,Credit,Risky,medium bucket,Non UPI Inclined
CUST-10594,Susan,Poole,Castillo-Porter,Home,Active,5000000,648,NetBanking,Debit,Risky,medium bucket,Non UPI Inclined
CUST-11352,Amy,Whitehead,Owens-Webb,Home,Active,1500000,761,UPI,Debit,Good,medium bucket,Non UPI Inclined
CUST-11352,Amy,Whitehead,Russell-Weaver,Home,Active,1500000,761,NetBanking,Credit,Good,medium bucket,Non UPI Inclined
CUST-10525,Matthew,Wood,"Williams, Scott and Johnson",Home,Active,1500000,385,NetBanking,Credit,Risky,medium bucket,Non UPI Inclined
CUST-10525,Matthew,Wood,Solomon-White,Home,Active,1500000,385,UPI,Debit,Risky,medium bucket,Non UPI Inclined
CUST-10525,Matthew,Wood,Guerra-Harris,Home,Active,1500000,385,UPI,Debit,Risky,medium bucket,Non UPI Inclined
CUST-11283,Thomas,Ramirez,Vaughan Group,Home,Active,100000,420,UPI,Debit,Risky,low bucket,Non UPI Inclined
CUST-10490,Brian,Morgan,,Home,Active,100000,368,,,Risky,low bucket,Non UPI Inclined
CUST-11226,Mark,Kirby,Lee PLC,Home,Active,1500000,665,POS,Debit,Average,medium bucket,Non UPI Inclined
CUST-11226,Mark,Kirby,"Flores, Peterson and Hatfield",Home,Active,1500000,665,POS,Debit,Average,medium bucket,Non UPI Inclined
CUST-11226,Mark,Kirby,Ortiz Group,Home,Active,1500000,665,POS,Credit,Average,medium bucket,Non UPI Inclined
CUST-10360,Sara,Macdonald,"Lane, Smith and Brown",Home,Active,1500000,455,ATM,Credit,Risky,medium bucket,Non UPI Inclined
CUST-10105,Mark,Eaton,"Miller, Bush and Ryan",Home,Active,5000000,369,POS,Debit,Risky,medium bucket,Non UPI Inclined
CUST-10105,Mark,Eaton,Young-Adams,Home,Active,5000000,369,POS,Debit,Risky,medium bucket,Non UPI Inclined
CUST-11429,Kristin,Davis,Freeman Ltd,Home,Active,1500000,731,NetBanking,Debit,Average,medium bucket,Non UPI Inclined
CUST-11429,Kristin,Davis,Garrett-Bentley,Home,Active,1500000,731,UPI,Credit,Average,medium bucket,Non UPI Inclined
CUST-10204,Christopher,Cantrell,"Ford, Solis and Booth",Home,Active,1500000,461,NetBanking,Credit,Risky,medium bucket,Non UPI Inclined
CUST-10139,Jay,Morrison,,Home,Active,5000000,683,,,Average,medium bucket,Non UPI Inclined
CUST-10635,John,Campbell,"Ball, Nunez and Lee",Home,Active,1500000,720,NetBanking,Debit,Average,medium bucket,Non UPI Inclined
CUST-10635,John,Campbell,"Warren, Wu and King",Home,Active,1500000,720,ATM,Debit,Average,medium bucket,Non UPI Inclined
CUST-10635,John,Campbell,"Rios, Garcia and Garrison",Home,Active,1500000,720,UPI,Debit,Average,medium bucket,Non UPI Inclined
CUST-10766,Timothy,Caldwell,Stewart-Baker,Home,Active,5000000,420,UPI,Debit,Risky,medium bucket,Non UPI Inclined
CUST-10231,Jeremiah,Lopez,"Roberts, Fernandez and Hernandez",Home,Active,500000,638,NetBanking,Debit,Risky,low bucket,Non UPI Inclined
CUST-11343,Melvin,Pace,"Cooper, Garcia and Collins",Home,Active,500000,440,UPI,Debit,Risky,low bucket,Non UPI Inclined
CUST-10676,Joshua,Freeman,Alvarado-Mckay,Home,Active,100000,560,UPI,Credit,Risky,low bucket,Non UPI Inclined
CUST-11043,Jose,Wilson,Knight LLC,Home,Active,100000,714,UPI,Debit,Average,low bucket,Non UPI Inclined
CUST-11031,Karen,Wagner,Griffin Ltd,Home,Active,1500000,581,UPI,Credit,Risky,medium bucket,Non UPI Inclined
CUST-10521,Kevin,Campbell,Tyler Inc,Home,Active,100000,529,ATM,Credit,Risky,low bucket,Non UPI Inclined
CUST-10315,Anthony,Oconnell,"Harris, Rodriguez and Reed",Home,Active,500000,504,POS,Debit,Risky,low bucket,Non UPI Inclined
CUST-10315,Anthony,Oconnell,"Guerrero, Ward and Hunt",Home,Active,500000,504,POS,Debit,Risky,low bucket,Non UPI Inclined
CUST-10410,Jade,Trevino,,Home,Active,5000000,349,,,Risky,medium bucket,Non UPI Inclined
CUST-10656,Bryan,Morrison,"Morgan, Mendez and Hamilton",Home,Active,500000,630,POS,Debit,Risky,low bucket,Non UPI Inclined
CUST-10441,Steven,Nunez,Lang and Sons,Home,Active,500000,646,NetBanking,Credit,Risky,low bucket,Non UPI Inclined
CUST-11409,Natalie,Harris,"Morgan, Reese and Johnson",Home,Active,1500000,576,ATM,Credit,Risky,medium bucket,Non UPI Inclined
CUST-10074,Christina,Fields,,Home,Active,1500000,773,,,Good,medium bucket,Non UPI Inclined
CUST-10099,Misty,Jackson,,Home,Active,1500000,395,,,Risky,medium bucket,Non UPI Inclined
CUST-11151,Marissa,Patterson,,Home,Active,5000000,358,,,Risky,medium bucket,Non UPI Inclined
CUST-10082,Erin,Lopez,"Rodriguez, Jones and Garcia",Home,Active,100000,572,UPI,Debit,Risky,low bucket,Non UPI Inclined
CUST-10082,Erin,Lopez,Sparks Inc,Home,Active,100000,572,NetBanking,Debit,Risky,low bucket,Non UPI Inclined
CUST-10082,Erin,Lopez,"Blake, Webster and Owens",Home,Active,100000,572,UPI,Debit,Risky,low bucket,Non UPI Inclined
CUST-11221,Robin,Hampton,,Home,Active,100000,647,,,Risky,low bucket,Non UPI Inclined
CUST-11125,Jennifer,Cook,"Cruz, Smith and Ryan",Home,Active,5000000,803,UPI,Debit,Good,medium bucket,Non UPI Inclined
CUST-10680,Nicole,Klein,Oliver-Anderson,Home,Active,100000,785,POS,Credit,Good,low bucket,Non UPI Inclined
CUST-10974,Barry,Ruiz,,Home,Active,500000,630,,,Risky,low bucket,Non UPI Inclined
CUST-10075,Joanne,Greene,"Snow, Hale and Mcdonald",Home,Active,5000000,790,NetBanking,Debit,Good,medium bucket,Non UPI Inclined
CUST-11336,Tracey,Lewis,Terrell-Melendez,Home,Active,500000,496,ATM,Debit,Risky,low bucket,Non UPI Inclined
CUST-10150,Amanda,Mccullough,"Thomas, Merritt and Stokes",Home,Active,1500000,825,ATM,Debit,Good,medium bucket,Non UPI Inclined
CUST-10412,Jennifer,Hayes,"Thompson, Riddle and Hodge",Home,Active,1500000,451,UPI,Debit,Risky,medium bucket,Non UPI Inclined
CUST-11417,Johnathan,Thomas,Barry-Briggs,Home,Active,5000000,686,UPI,Debit,Average,medium bucket,Non UPI Inclined
CUST-10158,Andrea,Martinez,"Williams, Greene and Roach",Home,Active,1500000,421,POS,Debit,Risky,medium bucket,Non UPI Inclined
CUST-11348,Kayla,Sherman,"Adams, Reynolds and Glenn",Home,Active,100000,555,UPI,Credit,Risky,low bucket,Non UPI Inclined
CUST-11348,Kayla,Sherman,Olson and Sons,Home,Active,100000,555,UPI,Credit,Risky,low bucket,Non UPI Inclined
CUST-11348,Kayla,Sherman,Williams and Sons,Home,Active,100000,555,ATM,Debit,Risky,low bucket,Non UPI Inclined
CUST-11348,Kayla,Sherman,"Rosario, Mejia and Grant",Home,Active,100000,555,UPI,Credit,Risky,low bucket,Non UPI Inclined
CUST-10663,Jeffrey,Morris,Young Ltd,Home,Active,1500000,728,POS,Credit,Average,medium bucket,Non UPI Inclined
CUST-10663,Jeffrey,Morris,Stephens Ltd,Home,Active,1500000,728,NetBanking,Debit,Average,medium bucket,Non UPI Inclined
CUST-10631,April,Lee,"Lewis, Hurley and Adams",Home,Active,100000,678,UPI,Debit,Average,low bucket,Non UPI Inclined
CUST-10243,James,Zimmerman,,Home,Active,500000,355,,,Risky,low bucket,Non UPI Inclined
CUST-11026,Daniel,Santana,,Home,Active,500000,813,,,Good,low bucket,Non UPI Inclined
CUST-10622,Marc,Morales,,Home,Active,1500000,554,,,Risky,medium bucket,Non UPI Inclined
CUST-10936,Lisa,Barnes,Curtis-Sanchez,Home,Active,5000000,784,UPI,Debit,Good,medium bucket,Non UPI Inclined
CUST-11031,Karen,Wagner,Griffin Ltd,Home,Active,5000000,581,UPI,Credit,Risky,medium bucket,Non UPI Inclined
CUST-11499,David,Williams,,Home,Active,5000000,645,,,Risky,medium bucket,Non UPI Inclined
CUST-11300,Rebecca,Taylor,,Home,Active,100000,840,,,Good,low bucket,Non UPI Inclined
CUST-11214,John,Edwards,Farmer-Davis,Home,Active,1500000,810,POS,Debit,Good,medium bucket,Non UPI Inclined
CUST-11232,Brian,Rowe,,Home,Active,1500000,707,,,Average,medium bucket,Non UPI Inclined
CUST-10670,Amy,Norman,,Home,Active,1500000,775,,,Good,medium bucket,Non UPI Inclined
CUST-11196,April,Taylor,,Home,Active,500000,692,,,Average,low bucket,Non UPI Inclined
CUST-11459,Melissa,Garcia,Hill PLC,Home,Active,5000000,435,POS,Debit,Risky,medium bucket,Non UPI Inclined
CUST-10818,Brandi,Fitzgerald,"Mcdonald, Reynolds and Martin",Home,Active,500000,492,POS,Debit,Risky,low bucket,Non UPI Inclined
CUST-10017,Elizabeth,Vasquez,Snyder LLC,Home,Active,500000,612,UPI,Debit,Risky,low bucket,Non UPI Inclined
CUST-10021,Renee,Lamb,"Harris, Hartman and Kelley",Home,Active,1500000,481,POS,Debit,Risky,medium bucket,Non UPI Inclined
CUST-10389,Miguel,Anderson,,Home,Active,500000,848,,,Good,low bucket,Non UPI Inclined
CUST-10543,Ricky,Santiago,"Oconnor, Wright and Phillips",Home,Active,1500000,393,ATM,Credit,Risky,medium bucket,Non UPI Inclined
CUST-10543,Ricky,Santiago,Pratt-Lee,Home,Active,1500000,393,NetBanking,Debit,Risky,medium bucket,Non UPI Inclined
CUST-10270,Charles,Maldonado,,Home,Active,100000,483,,,Risky,low bucket,Non UPI Inclined
CUST-10404,Adam,Carlson,Aguilar-Kline,Home,Active,1500000,384,ATM,Credit,Risky,medium bucket,Non UPI Inclined
CUST-10404,Adam,Carlson,Prince Group,Home,Active,1500000,384,NetBanking,Debit,Risky,medium bucket,Non UPI Inclined
CUST-10592,Victor,Johnson,,Home,Active,5000000,693,,,Average,medium bucket,Non UPI Inclined
CUST-11306,Tiffany,Williams,Herrera Group,Home,Active,500000,812,POS,Debit,Good,low bucket,Non UPI Inclined
CUST-10575,Robert,Hughes,Benitez and Sons,Home,Active,100000,422,UPI,Debit,Risky,low bucket,Non UPI Inclined
CUST-10108,Teresa,Pitts,Lopez Ltd,Home,Active,1500000,650,NetBanking,Debit,Unknown,medium bucket,Non UPI Inclined
CUST-10108,Teresa,Pitts,Miles Group,Home,Active,1500000,650,POS,Debit,Unknown,medium bucket,Non UPI Inclined
CUST-10129,Michelle,Barrera,Nichols-Lozano,Home,Active,1500000,603,POS,Credit,Risky,medium bucket,Non UPI Inclined
CUST-10129,Michelle,Barrera,Estrada and Sons,Home,Active,1500000,603,POS,Debit,Risky,medium bucket,Non UPI Inclined
CUST-10129,Michelle,Barrera,Hernandez Group,Home,Active,1500000,603,POS,Credit,Risky,medium bucket,Non UPI Inclined
CUST-10861,Jessica,Simpson,,Home,Active,100000,402,,,Risky,low bucket,Non UPI Inclined
CUST-11445,Glen,Schultz,Martin and Sons,Home,Active,5000000,751,UPI,Credit,Good,medium bucket,Non UPI Inclined
CUST-11445,Glen,Schultz,Lee-Johnson,Home,Active,5000000,751,ATM,Debit,Good,medium bucket,Non UPI Inclined
CUST-11445,Glen,Schultz,Schaefer-Woodward,Home,Active,5000000,751,UPI,Credit,Good,medium bucket,Non UPI Inclined
CUST-10346,Nancy,Parker,"Leonard, Smith and Hayden",Home,Active,500000,432,NetBanking,Credit,Risky,low bucket,Non UPI Inclined
